Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations
1712898,"June 22, 2020",Minnesota,Minneapolis,627 W Broadway,0,4,View Incident View Source
1712408,"June 22, 2020",Illinois,Chicago,200 S Central Park Blvd,0,5,View Incident View Source
1712386,"June 22, 2020",Illinois,Chicago,5200 block of S Lowe Ave,0,4,View Incident View Source
1713668,"June 22, 2020",Ohio,Columbus,1910 Fountainview Ct,1,4,View Incident View Source
1711747,"June 21, 2020",New York,Buffalo,W Ferry St and Niagara St,0,4,View Incident View Source
1711626,"June 21, 2020",Texas,Austin,500 block of E 7th St,0,5,View Incident View Source
1711410,"June 21, 2020",Minnesota,Minneapolis,2939 Hennepin Ave S,0,11,View Incident View Source
1711690,"June 21, 2020",Alabama,Auburn,600 block of Railroad Ave,0,4,View Incident View Source
1713493,"June 21, 2020",Texas,Corpus Christi,5802 Everhart Rd,1,3,View Incident View Source
1711605,"June 21, 2020",Wisconsin,Milwaukee,North 28th St and West Ruby Ave,0,5,View Incident View Source
1711487,"June 21, 2020",Illinois,Chicago,2600 block of W Potomac Ave,1,3,View Incident View Source
1710537,"June 20, 2020",New York,Bronx,Mount Eden Pkwy and Monroe Ave,0,4,View Incident View Source
1711285,"June 20, 2020",New York,Syracuse,Marcellus St and Wyoming St,1,8,View Incident View Source
1711876,"June 20, 2020",Michigan,Detroit,Appoline St and Puritan Ave,0,4,View Incident View Source
1711272,"June 20, 2020",Michigan,Saginaw,Livingston Dr and Tausend St,1,3,View Incident View Source
1710849,"June 20, 2020",Wisconsin,Janesville,6530 S US-51,0,5,View Incident View Source
1710920,"June 20, 2020",North Carolina,Pinetops,715 E Lashley St,2,2,View Incident View Source
1710680,"June 20, 2020",New Jersey,Jersey City,Union St and Ocean Ave,1,4,View Incident View Source
1711397,"June 20, 2020",Kansas,Wichita,3741 N Rock Rd,0,5,View Incident View Source
1711134,"June 20, 2020",New York,Bronx,Mapes Ave,0,4,View Incident View Source
1708889,"June 18, 2020",New York,Albany,8 Albany St,0,7,View Incident View Source
1708432,"June 17, 2020",Illinois,Chicago,1323 W 76th St,0,4,View Incident View Source
1706994,"June 16, 2020",Iowa,Fort Dodge,900 block of 10th Ave SW,2,2,View Incident View Source
1706710,"June 15, 2020",Illinois,Chicago,W Diversey Ave,0,4,View Incident View Source
1704879,"June 14, 2020",Minnesota,Minneapolis,328 W Broadway Ave,1,6,View Incident View Source
