Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations
1114276,"May 12, 2018",Nebraska,Omaha,3201 Decatur St,0,6,View Incident View Source
1113538,"May 12, 2018",New Jersey,Paulsboro,275 W Buck St,0,4,View Incident View Source
1113737,"May 11, 2018",Missouri,Saint Louis,4800 block of Farlin Ave,0,4,View Incident View Source
1112948,"May 11, 2018",Oklahoma,Talihina,2nd St and Dallas St,1,4,View Incident View Source
1111950,"May 9, 2018",Missouri,Saint Louis,5200 block of Minerva Avenue,0,4,View Incident View Source
1111649,"May 9, 2018",Nebraska,Omaha,Sahler St and N 48th St,0,4,View Incident View Source
1110399,"May 7, 2018",California,San Diego,15th St and J St,0,5,View Incident View Source
1108856,"May 6, 2018",Oklahoma,Stillwater,2020 East Lakeview Road,0,4,View Incident View Source
1109322,"May 6, 2018",Tennessee,Memphis,499 N Watkins St,2,4,View Incident View Source
1108879,"May 5, 2018",Georgia,Columbus,4944 Sentry Street,0,5,View Incident View Source
1110773,"May 4, 2018",North Carolina,Henderson,519 Hilliard St,0,4,View Incident View Source
1109928,"May 4, 2018",Illinois,Chicago Heights,200 block of E 23rd St,0,4,View Incident View Source
1106451,"May 2, 2018",Illinois,Chicago,3500 block of W Grenshaw St,1,4,View Incident View Source
1106557,"May 2, 2018",Minnesota,Minneapolis,2400 block of Ogema Place,0,5,View Incident View Source
1106432,"May 2, 2018",New York,Brooklyn,333 Bristol St,1,4,View Incident View Source
1105061,"May 1, 2018",Louisiana,New Orleans,3200 block of Saint Claude Ave,0,5,View Incident View Source
1103454,"April 30, 2018",Florida,Pompano Beach,4251 N Dixie Hwy,0,4,View Incident View Source
1103465,"April 30, 2018",District of Columbia,Washington,3600 block of New York Ave NE,0,4,View Incident View Source
1103423,"April 29, 2018",Tennessee,Wartburg,519 South Kingston St,0,4,View Incident View Source
1102808,"April 29, 2018",Washington,Seattle (Skyway),12603 Renton Ave S,2,2,View Incident View Source
1103045,"April 29, 2018",North Carolina,Monroe,1500 block of Massey St,1,3,View Incident View Source
1102900,"April 29, 2018",Florida,West Palm Beach,1969 S Military Trail,1,3,View Incident View Source
1102559,"April 28, 2018",North Carolina,Maxton,Modest Rd,0,5,View Incident View Source
1100691,"April 25, 2018",Arkansas,Pine Bluff,300 block of West 24th Street,0,4,View Incident View Source
1100852,"April 25, 2018",Missouri,Saint Louis,1151 Northdale Dr,3,1,View Incident View Source
