Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations
1665834,"April 25, 2020",Tennessee,Memphis,500 block of Josephine St,0,7,View Incident View Source
1664933,"April 24, 2020",Texas,Houston,4714 Ward St,3,1,View Incident View Source
1665735,"April 24, 2020",Indiana,Fort Wayne,3233 Diplomat Dr,0,4,View Incident View Source
1661537,"April 18, 2020",Maryland,Hyattsville,7500 block of Courtney Pl,2,2,View Incident View Source
1660797,"April 17, 2020",North Carolina,Greensboro,4400 block of Beckford Dr,1,3,View Incident View Source
1661218,"April 17, 2020",Massachusetts,Springfield,College St,1,4,View Incident View Source
1659862,"April 16, 2020",Pennsylvania,Philadelphia,Bustleton Ave and St Vincent St,0,4,View Incident View Source
1659966,"April 15, 2020",Mississippi,Jackson,1200 block of Wood Village Dr,1,3,View Incident View Source
1656873,"April 11, 2020",California,Bakersfield,Pioneer Rd and Sterling Rd,0,6,View Incident View Source
1656265,"April 10, 2020",Michigan,Muskegon,800 block of Oak St,0,4,View Incident View Source
1655674,"April 8, 2020",Michigan,Detroit,1200 block of Payton St,0,4,View Incident View Source
1654971,"April 8, 2020",South Carolina,Greenwood,1522 Parkway,1,3,View Incident View Source
1656373,"April 8, 2020",Alaska,Anchorage,10600 block of Elmore Rd,0,4,View Incident View Source
1654341,"April 7, 2020",Illinois,Chicago,86th Street and Damen Avenue,1,3,View Incident View Source
1652642,"April 5, 2020",New York,Brooklyn,181 Rockaway Pky,0,4,View Incident View Source
1652734,"April 5, 2020",California,Los Angeles,89th St and Hobart Ave,1,3,View Incident View Source
1653012,"April 5, 2020",South Carolina,Lancaster,Mahaffey Line Dr,1,4,View Incident View Source
1652601,"April 4, 2020",Texas,Vidor,100 block of Hebert St,0,4,View Incident View Source
1652073,"April 4, 2020",Texas,Lubbock,2107 49th St,2,2,View Incident View Source
1652328,"April 4, 2020",Florida,Hialeah,W 69th St and 24th Ave,1,4,View Incident View Source
1651742,"April 3, 2020",Kentucky,Louisville,1000 block of Cecil Ave,0,4,View Incident View Source
1649473,"March 31, 2020",Georgia,Macon,571 Moreland Ave,3,1,View Incident View Source
1648832,"March 30, 2020",Pennsylvania,Philadelphia,2000 block of W Harold St,0,5,View Incident View Source
1648205,"March 29, 2020",Georgia,Atlanta,Ponce de Leon Ave and Parkway Dr,0,4,View Incident View Source
1647661,"March 28, 2020",Maryland,Baltimore,1100 block of Washington Blvd,1,3,View Incident View Source
