Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations
1148596,"June 24, 2018",Ohio,Sandusky,1504 Milan Rd,0,5,View Incident View Source
1148042,"June 23, 2018",Kansas,Wichita,1403 Harding St,0,4,View Incident View Source
1147720,"June 23, 2018",Illinois,Chicago,100 block of East 51st St,1,4,View Incident View Source
1161366,"June 23, 2018",Tennessee,Covington,319 N High St,0,4,View Incident View Source
1147323,"June 22, 2018",Pennsylvania,Homestead (Munhall),1324 Margaret St,1,3,View Incident View Source
1146968,"June 21, 2018",California,San Bernardino,279 W Base Line,1,3,View Incident View Source
1146760,"June 21, 2018",Louisiana,Morganza,Deaton Ln,0,4,View Incident View Source
1146547,"June 21, 2018",Illinois,Chicago,6500 block of S Claremont Ave,0,4,View Incident View Source
1145709,"June 20, 2018",California,Modesto,2300 block of West Hatch Road,0,5,View Incident View Source
1145881,"June 19, 2018",Alabama,Huntsville,905 Lee Dr NW,0,4,View Incident View Source
1144852,"June 18, 2018",Illinois,Bloomington,311 Riley Dr,3,1,View Incident View Source
1143558,"June 18, 2018",Illinois,Chicago,1300 block of S Loomis St,2,3,View Incident View Source
1143135,"June 17, 2018",North Carolina,Charlotte,3215 Queen City Dr,0,4,View Incident View Source
1142789,"June 17, 2018",New Jersey,Trenton,635 S Clinton Ave,1,19,View Incident View Source
1143081,"June 17, 2018",Georgia,Macon,325 Edgewood Ln,1,3,View Incident View Source
1143524,"June 17, 2018",Illinois,Chicago,2200 block of S Sacramento Ave,0,4,View Incident View Source
1141645,"June 14, 2018",California,Union City,32992 Mission Blvd,0,5,View Incident View Source
1141745,"June 14, 2018",New York,Buffalo,Marigold Ave,1,4,View Incident View Source
1141943,"June 14, 2018",California,Tracy,West 6th Street,1,4,View Incident View Source
1141108,"June 14, 2018",Colorado,Westminster,5150 W 80th Ave,1,3,View Incident View Source
1142145,"June 14, 2018",Pennsylvania,Philadelphia,400 block of Penn St,0,4,View Incident View Source
1139320,"June 12, 2018",New York,Bronx,W 166th St and Summit Ave,0,4,View Incident View Source
1139176,"June 11, 2018",Alabama,Montgomery,3220 block of Virginia Pines Ln,0,4,View Incident View Source
1138324,"June 11, 2018",Florida,Orlando,4932 Eaglesmere Dr,6,0,View Incident View Source
1137435,"June 10, 2018",California,Valley Village,12719 Tiara St,0,6,View Incident View Source
