Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations
735947,"December 25, 2016",Alabama,Ozark,858 US-231,0,4,View Incident View Source
733599,"December 25, 2016",New York,Mount Vernon,4 North 3rd Avenue,1,5,View Incident View Source
732927,"December 24, 2016",North Carolina,Madison,490 K Ford Rd,0,7,View Incident View Source
733176,"December 24, 2016",North Carolina,Wilson,2241 Banks Lane East,4,0,View Incident View Source
732263,"December 23, 2016",Alabama,Birmingham,3813 Richard Arrington Boulevard North,1,3,View Incident View Source
732574,"December 23, 2016",Illinois,Chicago,4900 block of W Hubbard,0,4,View Incident View Source
727759,"December 17, 2016",Illinois,Chicago (Roseland),100 block of W 105th St,5,0,View Incident View Source
728286,"December 17, 2016",North Carolina,Charlotte,4115 N. Tryon Street,0,4,View Incident View Source
727555,"December 16, 2016",Illinois,Chicago,13th and South Kedzie,0,4,View Incident View Source
727544,"December 16, 2016",Illinois,Chicago,4300 block of South Rockwell,2,2,View Incident View Source
724667,"December 12, 2016",California,Sacramento,4800 block of Myrtle Avenue,1,3,View Incident View Source
723649,"December 11, 2016",New York,Brooklyn,192 Knickerbocker Ave,0,4,View Incident View Source
723643,"December 11, 2016",Florida,Orlando (Pine Hills),4305 N Pine Hills Rd,1,4,View Incident View Source
723292,"December 11, 2016",Maryland,Baltimore,3916 South Hanover Street,0,5,View Incident View Source
725338,"December 11, 2016",North Carolina,Rocky Mount,1200 block of East Highland Ave,0,4,View Incident View Source
725323,"December 9, 2016",Texas,Channelview,15300 block of Market,4,0,View Incident View Source
722452,"December 9, 2016",California,Fresno,842 Fresno Street,0,4,View Incident View Source
719128,"December 5, 2016",New Mexico,Albuquerque,1532 Stagecoach Lane,4,1,View Incident View Source
717873,"December 3, 2016",California,Los Angeles,91st Street and Western Avenue,0,6,View Incident View Source
717616,"December 2, 2016",New Jersey,Bloomfield,3 1st Ave,0,6,View Incident View Source
716001,"December 1, 2016",California,Clearlake Oaks,,1,3,View Incident View Source
715101,"November 30, 2016",Maryland,Baltimore,2901 Garrison Blvd,2,4,View Incident View Source
712796,"November 28, 2016",Texas,Mission (Palmview),1840 West Palma Vista Drive,1,3,View Incident View Source
712776,"November 28, 2016",California,Wilmington,1067 McDonald Avenue,0,4,View Incident View Source
713445,"November 28, 2016",California,San Pedro,300 block of West 2nd Street,0,4,View Incident View Source
