Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations
1961753,"March 26, 2021",Illinois,Chicago,2515 W 79th St,1,7,View Incident View Source
1964271,"March 26, 2021",Virginia,Norfolk,100 block of W Balview Ave,0,4,View Incident View Source
1962890,"March 26, 2021",Tennessee,Memphis,500 block of Arrington Ave,3,2,View Incident View Source
1962507,"March 26, 2021",Pennsylvania,Philadelphia,1080 N Delaware Ave,0,7,View Incident View Source
1960283,"March 23, 2021",Alabama,Aliceville,1st Ave SW and 15th St,2,2,View Incident View Source
1958652,"March 22, 2021",Colorado,Boulder,3600 Table Mesa Dr,10,1,View Incident View Source
1959549,"March 22, 2021",Michigan,Detroit,13300 block of Davidson St,1,3,View Incident View Source
1957188,"March 20, 2021",Texas,Houston,10266 North Fwy,0,5,View Incident View Source
1957226,"March 20, 2021",Texas,Dallas,10333 Technology Blvd,1,7,View Incident View Source
1957252,"March 20, 2021",Pennsylvania,Philadelphia,4234 Germantown Ave,1,5,View Incident View Source
1956081,"March 18, 2021",Oregon,Gresham,750 E Powell Blvd,0,4,View Incident View Source
1955948,"March 18, 2021",Louisiana,New Orleans,2400 Annette St,0,4,View Incident View Source
1956001,"March 17, 2021",California,Stockton,Oro Ave and E Main St,0,5,View Incident View Source
1954379,"March 16, 2021",Georgia,Acworth,6468 Hwy 92,8,1,View Incident View Source
1954950,"March 16, 2021",Arizona,Phoenix,6215 W Elm St,4,1,View Incident View Source
1953309,"March 15, 2021",Indiana,Indianapolis,2300 block of N Harding St,1,4,View Incident View Source
1953202,"March 14, 2021",Florida,Tampa,10101 US-92,0,4,View Incident View Source
1952662,"March 14, 2021",Illinois,Chicago,2600 block of E 77th St,0,4,View Incident View Source
1952281,"March 14, 2021",Illinois,Chicago,6798 block of S South Chicago Ave,2,13,View Incident View Source
1952151,"March 13, 2021",New York,Brooklyn,917 Flushing Ave,0,5,View Incident View Source
1951681,"March 13, 2021",Florida,Orlando,200 block of Ring Rd,1,3,View Incident View Source
1952161,"March 13, 2021",Indiana,Indianapolis,300 block of N Randolph St,4,1,View Incident View Source
1951738,"March 13, 2021",Virginia,Richmond,5100 block of Richmond Henrico Tpke,2,4,View Incident View Source
1951476,"March 12, 2021",North Carolina,Greensboro,100 block of Huffman St,1,3,View Incident View Source
1951383,"March 12, 2021",Texas,Austin,7408 Cameron Rd,0,4,View Incident View Source
