Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations
1440510,"July 5, 2019",Massachusetts,Boston,Maple St,0,6,View Incident View Source
1440879,"July 5, 2019",Nevada,Reno,600 block of Spokane St,1,5,View Incident View Source
1439593,"July 5, 2019",Illinois,Chicago,1600 block of E 67th St,0,5,View Incident View Source
1440257,"July 5, 2019",New York,Brooklyn,Elton St and Belmont Ave,0,4,View Incident View Source
1440765,"July 4, 2019",Illinois,Rockford,1100 block of Preston St,0,4,View Incident View Source
1439737,"July 4, 2019",California,Los Angeles,1900 block of Adair St,0,4,View Incident View Source
1438971,"July 4, 2019",Illinois,Chicago,800 block of N Homan Ave,1,3,View Incident View Source
1439765,"July 4, 2019",California,Fresno,4700 block of E Hamilton Ave,1,3,View Incident View Source
1439042,"July 3, 2019",Texas,Katy,5507 Everhart Manor Ln,2,3,View Incident View Source
1438602,"July 2, 2019",Missouri,Saint Louis (Wellston),6250 Page Ave,0,4,View Incident View Source
1437094,"July 1, 2019",Maryland,Baltimore,1200 block of N Luzerne Ave,0,4,View Incident View Source
1435804,"June 30, 2019",California,Oakland,3000 block of Brookdale Ave,0,4,View Incident View Source
1436545,"June 30, 2019",California,Yucaipa,12700 block of California St,0,5,View Incident View Source
1436254,"June 30, 2019",Texas,Dallas,3535 Munger Ave,2,2,View Incident View Source
1435578,"June 30, 2019",New York,Bay Shore,Farragut Ave,0,6,View Incident View Source
1435041,"June 29, 2019",Connecticut,Hartford,Judson St and Martin St,0,4,View Incident View Source
1435297,"June 29, 2019",Louisiana,Gray,2700 block of W Park Ave,0,4,View Incident View Source
1434931,"June 29, 2019",Illinois,Chicago,2400 block of W Jackson Blvd,0,5,View Incident View Source
1435028,"June 29, 2019",Louisiana,Baton Rouge,7132 Florida Blvd,0,7,View Incident View Source
1434882,"June 28, 2019",New Jersey,Paterson,50 block of Jefferson St,0,4,View Incident View Source
1434602,"June 28, 2019",Connecticut,Hamden,937 Choate Ave,0,5,View Incident View Source
1434971,"June 28, 2019",Georgia,Atlanta,Ira St and Bass St SW,0,7,View Incident View Source
1434893,"June 28, 2019",New Jersey,Jersey City,167 Armstrong Ave,0,4,View Incident View Source
1435217,"June 28, 2019",Minnesota,Saint Paul,909 Desoto St,0,5,View Incident View Source
1432989,"June 27, 2019",Georgia,Atlanta,600 block of Parkway Dr,0,7,View Incident View Source
