Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations,coordinates,latitude,longitude
1143524,2018-06-17,Illinois,Chicago,2200 block of S Sacramento Ave,0,4,View Incident View Source,"41.851648, -87.7004067",41.851648,-87.7004067
1141645,2018-06-14,California,Union City,32992 Mission Blvd,0,5,View Incident View Source,"37.6099744, -122.0230544",37.6099744,-122.02305439999999
1141745,2018-06-14,New York,Buffalo,Marigold Ave,1,4,View Incident View Source,"42.934638, -78.8293719",42.934638,-78.8293719
1141943,2018-06-14,California,Tracy,West 6th Street,1,4,View Incident View Source,"37.7364166, -121.4334488",37.736416600000005,-121.4334488
1141108,2018-06-14,Colorado,Westminster,5150 W 80th Ave,1,3,View Incident View Source,"39.8414033, -105.0525907",39.841403299999996,-105.05259070000001
1142145,2018-06-14,Pennsylvania,Philadelphia,400 block of Penn St,0,4,View Incident View Source,"40.0259161, -75.17621869999999",40.0259161,-75.17621869999998
1139320,2018-06-12,New York,Bronx,W 166th St and Summit Ave,0,4,View Incident View Source,"40.8359021, -73.9286999",40.8359021,-73.92869990000001
1139176,2018-06-11,Alabama,Montgomery,3220 block of Virginia Pines Ln,0,4,View Incident View Source,"32.3133977, -86.2413969",32.3133977,-86.2413969
1138324,2018-06-11,Florida,Orlando,4932 Eaglesmere Dr,6,0,View Incident View Source,"28.4897693, -81.4653179",28.489769300000003,-81.4653179
1137435,2018-06-10,California,Valley Village,12719 Tiara St,0,6,View Incident View Source,"34.1788526, -118.4101279",34.1788526,-118.4101279
1137586,2018-06-10,Indiana,Indianapolis (Lawrence),4745 N Richardt Ave,1,4,View Incident View Source,"39.8426816, -86.0364079",39.8426816,-86.0364079
1137547,2018-06-10,Illinois,Aurora,300 block of W Park Ave,0,7,View Incident View Source,"41.7643399, -88.3174106",41.764339899999996,-88.31741059999999
1137600,2018-06-10,Florida,Bradenton,5627 14th St W,1,5,View Incident View Source,"27.4419006, -82.5745458",27.4419006,-82.5745458
1137473,2018-06-10,Illinois,Chicago,6400 block of S Eberhart Ave,1,5,View Incident View Source,"41.778389, -87.6132318",41.778389000000004,-87.6132318
1137848,2018-06-10,Illinois,Bloomington,1200 block of Orchard Rd,2,2,View Incident View Source,"40.4903278, -88.950638",40.490327799999996,-88.950638
1137737,2018-06-09,North Carolina,Kannapolis,1709 S Cannon Blvd,0,4,View Incident View Source,"35.4705489, -80.6096649",35.4705489,-80.60966490000001
1136928,2018-06-09,Massachusetts,Boston,14 Copeland St,0,4,View Incident View Source,"42.3221097, -71.0813673",42.3221097,-71.0813673
1137402,2018-06-09,Pennsylvania,Philadelphia,2000 block of 20th St,1,4,View Incident View Source,"39.9263134, -75.17923230000001",39.9263134,-75.17923230000002
1134378,2018-06-05,Florida,Jacksonville,Town Center Pkwy,3,1,View Incident View Source,"30.2619341, -81.5290028",30.2619341,-81.52900279999999
1132408,2018-06-03,Texas,Dallas,4500 Spring Ave,0,5,View Incident View Source,"32.7738525, -96.742083",32.773852500000004,-96.742083
1131909,2018-06-03,Illinois,Chicago,1200 block of W 73rd Pl,1,3,View Incident View Source,"41.7605532, -87.6542637",41.760553200000004,-87.6542637
1131855,2018-06-02,Nebraska,Omaha,S 11th St and Farnam St,1,6,View Incident View Source,"41.2575674, -95.93054649999999",41.2575674,-95.9305465
1132050,2018-06-02,New York,Buffalo,Strauss Street,0,5,View Incident View Source,"42.8970259, -78.84118149999999",42.897025899999996,-78.84118149999998
1129432,2018-05-31,South Carolina,Timmonsville,544 Chaney Grove Rd,3,2,View Incident View Source,"34.0979704, -79.9829384",34.097970399999994,-79.98293840000001
1126712,2018-05-27,Louisiana,Shreveport,857 E Stoner Ave,0,4,View Incident View Source,"32.4999105, -93.7204069",32.4999105,-93.7204069
1126434,2018-05-27,Colorado,Aurora,15373 E 6th Ave,1,3,View Incident View Source,"39.7262436, -104.8091096",39.7262436,-104.80910959999999
1124777,2018-05-25,Ohio,Cincinnati,1000 block of Ross Avenue,0,4,View Incident View Source,"39.112994, -84.57500739999999",39.112994,-84.57500739999998
1122728,2018-05-20,Indiana,Anderson,1604 Madison Ave,0,4,View Incident View Source,"40.0998253, -85.6915717",40.0998253,-85.69157170000001
1121111,2018-05-20,Mississippi,Hazlehurst,513 Monticello St,1,7,View Incident View Source,"31.8507277, -90.3879479",31.8507277,-90.3879479
1118785,2018-05-18,Texas,Santa Fe,16000 Hwy 6,10,13,View Incident View Source,"29.3937181, -95.14255530000001",29.393718100000005,-95.1425553
1116705,2018-05-16,Texas,Ponder,610 Lone Star Park Ln,5,1,View Incident View Source,"33.1784626, -97.2855821",33.178462599999996,-97.2855821
1115110,2018-05-14,Maryland,Baltimore,2020 Etting St,0,4,View Incident View Source,"39.3073601, -76.63648049999999",39.307360100000004,-76.63648049999998
1114725,2018-05-13,California,Los Angeles,365 W Manchester Avenue,2,2,View Incident View Source,"33.9602978, -118.2799327",33.96029779999999,-118.2799327
1115051,2018-05-13,California,Stockton,2436 Belleview St,3,2,View Incident View Source,"37.928424, -121.2617296",37.928424,-121.26172959999998
1114402,2018-05-13,Mississippi,Byhalia,French Rd and Berta Rd,0,4,View Incident View Source,"34.846087, -89.6228216",34.846087,-89.6228216
1114276,2018-05-12,Nebraska,Omaha,3201 Decatur St,0,6,View Incident View Source,"41.275372, -95.95990139999999",41.275372,-95.9599014
1113538,2018-05-12,New Jersey,Paulsboro,275 W Buck St,0,4,View Incident View Source,"39.8298274, -75.2469717",39.8298274,-75.2469717
1113737,2018-05-11,Missouri,Saint Louis,4800 block of Farlin Ave,0,4,View Incident View Source,"38.6768604, -90.2437624",38.6768604,-90.24376240000001
1112948,2018-05-11,Oklahoma,Talihina,2nd St and Dallas St,1,4,View Incident View Source,"34.7516498, -95.04800200000001",34.751649799999996,-95.048002
1111950,2018-05-09,Missouri,Saint Louis,5200 block of Minerva Avenue,0,4,View Incident View Source,"38.661459, -90.26857799999999",38.661459,-90.268578
1111649,2018-05-09,Nebraska,Omaha,Sahler St and N 48th St,0,4,View Incident View Source,"41.2968726, -95.9854871",41.2968726,-95.98548709999999
1110399,2018-05-07,California,San Diego,15th St and J St,0,5,View Incident View Source,"32.7094249, -117.1503537",32.7094249,-117.1503537
1108856,2018-05-06,Oklahoma,Stillwater,2020 East Lakeview Road,0,4,View Incident View Source,"36.146026, -97.036727",36.146026,-97.036727
1109322,2018-05-06,Tennessee,Memphis,499 N Watkins St,2,4,View Incident View Source,"35.1512251, -90.0129997",35.1512251,-90.0129997
1108879,2018-05-05,Georgia,Columbus,4944 Sentry Street,0,5,View Incident View Source,"32.4451937, -84.9090769",32.4451937,-84.9090769
1110773,2018-05-04,North Carolina,Henderson,519 Hilliard St,0,4,View Incident View Source,"36.3167576, -78.3974162",36.3167576,-78.3974162
1109928,2018-05-04,Illinois,Chicago Heights,200 block of E 23rd St,0,4,View Incident View Source,"41.494076, -87.6288749",41.494076,-87.62887490000001
1106451,2018-05-02,Illinois,Chicago,3500 block of W Grenshaw St,1,4,View Incident View Source,"41.867505, -87.71315039999999",41.867505,-87.71315039999998
1106557,2018-05-02,Minnesota,Minneapolis,2400 block of Ogema Place,0,5,View Incident View Source,"44.9566012, -93.2444602",44.9566012,-93.2444602
1106432,2018-05-02,New York,Brooklyn,333 Bristol St,1,4,View Incident View Source,"40.6633026, -73.91089269999999",40.6633026,-73.91089269999998
1105061,2018-05-01,Louisiana,New Orleans,3200 block of Saint Claude Ave,0,5,View Incident View Source,"29.9669553, -90.04238889999999",29.966955300000002,-90.04238889999998
1103454,2018-04-30,Florida,Pompano Beach,4251 N Dixie Hwy,0,4,View Incident View Source,"26.2834195, -80.1116693",26.2834195,-80.1116693
1103465,2018-04-30,District of Columbia,Washington,3600 block of New York Ave NE,0,4,View Incident View Source,"38.9169552, -76.95501809999999",38.916955200000004,-76.95501809999998
1103423,2018-04-29,Tennessee,Wartburg,519 South Kingston St,0,4,View Incident View Source,"36.099, -84.59206909999999",36.099000000000004,-84.59206909999997
1102808,2018-04-29,Washington,Seattle (Skyway),12603 Renton Ave S,2,2,View Incident View Source,"47.4910307, -122.2401525",47.4910307,-122.2401525
1103045,2018-04-29,North Carolina,Monroe,1500 block of Massey St,1,3,View Incident View Source,"34.9889043, -80.53418669999999",34.988904299999994,-80.53418669999998
