Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations,coordinates,latitude,longitude
1714504,2020-06-23,Illinois,Chicago,9100 block of South Ellis Ave,0,4,View Incident View Source,"41.7292763, -87.6001029",41.729276299999995,-87.60010290000001
1712342,2020-06-22,North Carolina,Charlotte,1800 block of Beatties Ford Rd,4,5,View Incident View Source,"35.260091, -80.85488199999999",35.260090999999996,-80.85488199999998
1712408,2020-06-22,Illinois,Chicago,200 S Central Park Blvd,0,5,View Incident View Source,"41.8781593, -87.71579559999999",41.8781593,-87.71579559999998
1712386,2020-06-22,Illinois,Chicago,5200 block of S Lowe Ave,0,4,View Incident View Source,"41.7996989, -87.64199599999999",41.7996989,-87.64199599999998
1713790,2020-06-22,New York,Brooklyn,Sterling St and Brooklyn Ave,0,5,View Incident View Source,"40.663449, -73.945538",40.663449,-73.945538
1712876,2020-06-22,Minnesota,Minneapolis,N Morgan Ave and N 16th Ave,0,4,View Incident View Source,"44.99522, -93.304467",44.99522,-93.304467
1713075,2020-06-22,California,San Francisco,200 block of Leavenworth St,0,5,View Incident View Source,"37.7830345, -122.4139362",37.7830345,-122.4139362
1712898,2020-06-22,Minnesota,Minneapolis,627 W Broadway,0,4,View Incident View Source,"44.9988088, -93.28759699999999",44.9988088,-93.287597
1713668,2020-06-22,Ohio,Columbus,1910 Fountainview Ct,1,4,View Incident View Source,"39.9408804, -82.8342881",39.9408804,-82.8342881
1711410,2020-06-21,Minnesota,Minneapolis,2939 Hennepin Ave S,0,11,View Incident View Source,"44.9487819, -93.29788669999999",44.94878189999999,-93.2978867
1711487,2020-06-21,Illinois,Chicago,2600 block of W Potomac Ave,1,3,View Incident View Source,"41.9049509, -87.69222099999999",41.904950899999996,-87.69222099999998
1711690,2020-06-21,Alabama,Auburn,600 block of Railroad Ave,0,4,View Incident View Source,"32.6099062, -85.4925387",32.6099062,-85.4925387
1711747,2020-06-21,New York,Buffalo,W Ferry St and Niagara St,0,4,View Incident View Source,"42.915199, -78.8994539",42.915199,-78.89945390000001
1713493,2020-06-21,Texas,Corpus Christi,5802 Everhart Rd,1,3,View Incident View Source,"27.7039339, -97.389815",27.7039339,-97.389815
1711626,2020-06-21,Texas,Austin,500 block of E 7th St,0,5,View Incident View Source,"30.2678638, -97.7375115",30.267863800000004,-97.7375115
1711605,2020-06-21,Wisconsin,Milwaukee,North 28th St and West Ruby Ave,0,5,View Incident View Source,"43.0989925, -87.9479874",43.0989925,-87.9479874
1710849,2020-06-20,Wisconsin,Janesville,6530 S US-51,0,5,View Incident View Source,"42.5849629, -89.02058439999999",42.584962899999994,-89.02058439999998
1711134,2020-06-20,New York,Bronx,Mapes Ave,0,4,View Incident View Source,"40.84645829999999, -73.8856974",40.84645829999999,-73.8856974
1711272,2020-06-20,Michigan,Saginaw,Livingston Dr and Tausend St,1,3,View Incident View Source,"43.39532, -83.931541",43.39532,-83.93154100000001
1710920,2020-06-20,North Carolina,Pinetops,715 E Lashley St,2,2,View Incident View Source,"35.787239, -77.628968",35.787239,-77.628968
1710680,2020-06-20,New Jersey,Jersey City,Union St and Ocean Ave,1,4,View Incident View Source,"40.7131225, -74.0740637",40.7131225,-74.0740637
1711876,2020-06-20,Michigan,Detroit,Appoline St and Puritan Ave,0,4,View Incident View Source,"42.409519, -83.17081879999999",42.409519,-83.17081879999998
1711397,2020-06-20,Kansas,Wichita,3741 N Rock Rd,0,5,View Incident View Source,"37.7510372, -97.246278",37.751037200000006,-97.246278
1711285,2020-06-20,New York,Syracuse,Marcellus St and Wyoming St,1,8,View Incident View Source,"43.04734759999999, -76.1604352",43.04734759999999,-76.16043520000001
1710537,2020-06-20,New York,Bronx,Mount Eden Pkwy and Monroe Ave,0,4,View Incident View Source,"40.8426886, -73.9068455",40.8426886,-73.9068455
1708889,2020-06-18,New York,Albany,8 Albany St,0,7,View Incident View Source,"42.6685707, -73.7409133",42.668570700000004,-73.74091329999999
1708432,2020-06-17,Illinois,Chicago,1323 W 76th St,0,4,View Incident View Source,"41.7555798, -87.65726529999999",41.75557979999999,-87.65726529999998
1706994,2020-06-16,Iowa,Fort Dodge,900 block of 10th Ave SW,2,2,View Incident View Source,"42.49703, -94.1849733",42.49703,-94.1849733
1706710,2020-06-15,Illinois,Chicago,W Diversey Ave,0,4,View Incident View Source,"41.9325421, -87.6599306",41.932542100000006,-87.6599306
1704873,2020-06-14,Louisiana,Lafayette,400 block of Jefferson St,0,5,View Incident View Source,"30.2266417, -92.01765809999999",30.226641700000002,-92.0176581
1705346,2020-06-14,Louisiana,New Orleans,600 block of S Lopez St,2,2,View Incident View Source,"29.9642683, -90.0959321",29.9642683,-90.0959321
1704862,2020-06-14,Kentucky,Louisville,531 Franklin St,1,4,View Incident View Source,"38.2571158, -85.7400134",38.2571158,-85.74001340000001
1704879,2020-06-14,Minnesota,Minneapolis,328 W Broadway Ave,1,6,View Incident View Source,"44.9993638, -93.2847773",44.9993638,-93.28477729999999
1705050,2020-06-14,Louisiana,Lake Charles,3945 US-90,0,4,View Incident View Source,"30.2359296, -93.1591029",30.235929600000002,-93.15910290000001
1705440,2020-06-13,California,Hesperia,8100 block of Julie Ct,0,5,View Incident View Source,"34.3996925, -117.2489495",34.3996925,-117.24894950000001
1704727,2020-06-13,District of Columbia,Washington,3100 block of Waclark Pl SE,2,5,View Incident View Source,"38.84438280000001, -77.0020444",38.84438280000001,-77.0020444
1704580,2020-06-13,Georgia,Atlanta,69 Mason Ave NE,2,5,View Incident View Source,"33.7554939, -84.33852139999999",33.755493900000005,-84.33852139999998
1704176,2020-06-13,Maryland,Baltimore,700 block of S Broadway St,0,5,View Incident View Source,"39.2834068, -76.5937065",39.283406799999995,-76.5937065
1704116,2020-06-13,Missouri,Saint Louis,3103 N Grand Blvd,2,4,View Incident View Source,"38.658735, -90.218974",38.658735,-90.218974
1704415,2020-06-13,New York,Wyandanch,76 Grand Blvd,1,7,View Incident View Source,"40.7527576, -73.3536342",40.7527576,-73.3536342
1705355,2020-06-13,Arkansas,Rison,Carver St and Center St,0,4,View Incident View Source,"33.9555536, -92.187798",33.9555536,-92.187798
1704217,2020-06-12,New York,Bronx,E 233rd St and Bronx River Pkwy,1,3,View Incident View Source,"40.8892676, -73.864856",40.889267600000004,-73.864856
1703509,2020-06-12,Pennsylvania,Philadelphia,N Broad St and Colwyn St,0,6,View Incident View Source,"40.0156561, -75.149801",40.0156561,-75.149801
1703985,2020-06-12,Texas,San Antonio,8134 Broadway St,0,8,View Incident View Source,"29.5110348, -98.46596339999999",29.5110348,-98.4659634
1703044,2020-06-11,Louisiana,Monroe,1101 Richwood Road 2,6,0,View Incident View Source,"32.4377019, -92.0976092",32.4377019,-92.09760920000001
1703055,2020-06-11,Texas,Houston,5840 Glenmont Dr,2,4,View Incident View Source,"29.7209555, -95.48398689999999",29.7209555,-95.4839869
1702276,2020-06-11,Virginia,Richmond,800 block of N 1st St,0,4,View Incident View Source,"37.5498421, -77.43656659999999",37.549842100000006,-77.43656659999998
1702172,2020-06-11,District of Columbia,Washington,1200 block of Mt Olivet Rd NE,0,7,View Incident View Source,"38.9102875, -76.9848461",38.9102875,-76.98484609999998
1702372,2020-06-10,California,Sacramento,68th Avenue and Della Circle,1,4,View Incident View Source,"38.490071, -121.4120334",38.490071,-121.4120334
1701714,2020-06-10,California,Paso Robles,900 Park St,2,4,View Incident View Source,"35.6241443, -120.6896343",35.6241443,-120.6896343
1701382,2020-06-10,Ohio,Toledo,1100 block of Baker St,1,3,View Incident View Source,"41.6678278, -83.53275599999999",41.6678278,-83.53275599999998
1701426,2020-06-09,Pennsylvania,Philadelphia,600 block N 8th St,1,6,View Incident View Source,"39.962288, -75.1519484",39.962288,-75.15194840000001
1701491,2020-06-09,California,Vallejo,100 block of Cynthia Ave,2,3,View Incident View Source,"38.146741, -122.2305339",38.146741,-122.23053390000001
1700864,2020-06-09,North Carolina,Scotland Neck,E 13th St and Greenwood St,0,5,View Incident View Source,"36.131734, -77.418168",36.131734,-77.41816800000001
1700250,2020-06-08,Tennessee,Memphis,1525 E McLemore Ave,0,4,View Incident View Source,"35.1152302, -90.0114036",35.1152302,-90.0114036
1700371,2020-06-08,New York,Brooklyn,512 Bristol St,0,4,View Incident View Source,"40.6584057, -73.9100653",40.6584057,-73.9100653
1700234,2020-06-07,Illinois,Robbins,13600 block of Central Park Ave,1,3,View Incident View Source,"41.6457948, -87.7087978",41.6457948,-87.7087978
1698987,2020-06-07,Illinois,Chicago,50 block of S Seeley Ave,1,3,View Incident View Source,"41.8804779, -87.67813319999999",41.880477899999995,-87.67813319999998
1699667,2020-06-07,Illinois,Chicago,3700 block of S State St,0,6,View Incident View Source,"41.8263953, -87.6271465",41.8263953,-87.6271465
1699577,2020-06-07,Arkansas,Hope,1400 block of East Hickory St,0,5,View Incident View Source,"33.682176, -93.5820341",33.682176,-93.58203409999999
1699211,2020-06-07,Missouri,Sikeston,915 Plantation Blvd,2,7,View Incident View Source,"36.866412, -89.5675619",36.866412,-89.5675619
1699193,2020-06-07,Tennessee,Dyersburg,1305 Grant St,0,5,View Incident View Source,"36.0234077, -89.3724584",36.02340770000001,-89.3724584
1698306,2020-06-06,Missouri,Kansas City,E 18th St and Vine St,1,4,View Incident View Source,"39.0912122, -94.5633278",39.0912122,-94.5633278
1698276,2020-06-06,Ohio,Ironton,1305 S 3rd St,0,4,View Incident View Source,"38.5254984, -82.6774738",38.5254984,-82.6774738
1698868,2020-06-06,California,Sacramento,Gardendale Rd and 29th St,1,4,View Incident View Source,"38.490477, -121.4740144",38.490477,-121.47401440000002
1700812,2020-06-06,Mississippi,Drew,Wilson Ave,0,5,View Incident View Source,"33.811109, -90.5256129",33.811109,-90.52561290000001
1697541,2020-06-05,Colorado,Denver,4900 block of Wheeling St,0,4,View Incident View Source,"39.7862894, -104.8358902",39.786289399999994,-104.8358902
1697453,2020-06-04,Alabama,Valhermoso Springs,522 Talucah Rd,7,0,View Incident View Source,"34.5236956, -86.6767094",34.5236956,-86.67670940000001
1695645,2020-06-02,Illinois,Chicago,8404 S Colfax Ave,0,4,View Incident View Source,"41.7424597, -87.5615045",41.7424597,-87.5615045
1695586,2020-06-02,Wisconsin,Racine,Kewaunee St and Michigan Blvd,0,5,View Incident View Source,"42.7393779, -87.78277829999999",42.7393779,-87.78277829999998
1695998,2020-06-02,Texas,Dallas,7460 S Westmoreland Rd,1,3,View Incident View Source,"32.6546136, -96.8839847",32.6546136,-96.88398470000001
1694735,2020-06-01,Missouri,Saint Louis,1915 Olive St,0,4,View Incident View Source,"38.632234, -90.2081279",38.632234000000004,-90.20812790000001
1693340,2020-05-31,Mississippi,Gulfport,S Carolina Ave and Polk St,1,5,View Incident View Source,"30.4088925, -89.0856936",30.4088925,-89.0856936
1693580,2020-05-31,Pennsylvania,Philadelphia,700 block of E Clearfield St,0,4,View Incident View Source,"39.99525, -75.1176634",39.99525,-75.11766340000001
1693246,2020-05-30,Florida,Altha,21281 Apachee Rd,2,4,View Incident View Source,"30.5074863, -85.3506393",30.5074863,-85.3506393
1693064,2020-05-30,Texas,Houston,9635 Scott St,1,4,View Incident View Source,"29.6518054, -95.3680705",29.6518054,-95.3680705
1692513,2020-05-30,New Jersey,Paterson,E 23rd St and 10th Ave,0,4,View Incident View Source,"40.9240787, -74.1499314",40.9240787,-74.1499314
1692496,2020-05-30,North Carolina,Gastonia,3000 block of Earl Ln,1,5,View Incident View Source,"35.2296619, -81.2073692",35.2296619,-81.2073692
1692912,2020-05-30,District of Columbia,Washington,300 block of 37th St SE,0,4,View Incident View Source,"38.8856008, -76.9527386",38.8856008,-76.95273859999999
1692102,2020-05-29,Virginia,Portsmouth,500 block of Edwards St,0,5,View Incident View Source,"36.8226309, -76.2990834",36.8226309,-76.2990834
1691440,2020-05-28,Pennsylvania,Philadelphia,300 block of N 55th St,1,3,View Incident View Source,"39.9659438, -75.2299999",39.9659438,-75.22999990000001
1691221,2020-05-28,Kentucky,Louisville,601 W Jefferson St,0,7,View Incident View Source,"38.2545899, -85.76061659999999",38.2545899,-85.76061659999998
1690922,2020-05-28,Tennessee,Memphis,TN 385 and Kirby Pkwy,0,4,View Incident View Source,"35.0377, -89.79367900000001",35.0377,-89.79367900000003
1690524,2020-05-27,Ohio,Cleveland,12800 Euclid Ave,1,3,View Incident View Source,"41.5187841, -81.59365629999999",41.518784100000005,-81.59365629999998
1690439,2020-05-27,California,San Jose,1100 block of William Ct,0,5,View Incident View Source,"37.340406, -121.8634383",37.340406,-121.86343829999998
1690369,2020-05-27,Massachusetts,Boston,5 Ames St,1,4,View Incident View Source,"42.2904264, -71.0867009",42.290426399999994,-71.08670090000001
1689419,2020-05-27,Pennsylvania,Philadelphia,1800 block of Hart Ln,0,4,View Incident View Source,"39.9919213, -75.12165879999999",39.9919213,-75.12165879999998
1689555,2020-05-26,California,Los Angeles,119th St and Berendo Ave,0,5,View Incident View Source,"33.9250545, -118.2945929",33.9250545,-118.2945929
1688753,2020-05-26,South Carolina,Bowman,Dibble St and Rail St,3,5,View Incident View Source,"33.3478698, -80.6853345",33.347869800000005,-80.6853345
1688917,2020-05-26,Illinois,Chicago,W Washington Blvd and N Hamlin Blvd,2,2,View Incident View Source,"41.88190950000001, -87.72081190000002",41.881909500000006,-87.72081190000002
1689252,2020-05-26,Pennsylvania,Philadelphia,2700 block of N Darian St,0,4,View Incident View Source,"39.99279910000001, -75.1456117",39.992799100000006,-75.1456117
1688610,2020-05-26,Mississippi,Vicksburg,4045 Clay St,0,4,View Incident View Source,"32.3441432, -90.8372693",32.3441432,-90.8372693
1687999,2020-05-25,Louisiana,Lake Charles,6780 US-90,0,6,View Incident View Source,"30.233425, -93.105018",30.233425,-93.105018
1687219,2020-05-24,Missouri,Saint Louis,Union Boulevard and Cote Brilliante Ave,0,4,View Incident View Source,"38.6681719, -90.2660197",38.6681719,-90.2660197
1687414,2020-05-24,Alabama,Danville,70 Flint Creek Pvt Dr,3,1,View Incident View Source,"34.5037719, -87.0670217",34.5037719,-87.06702170000001
1687037,2020-05-24,South Carolina,Myrtle Beach,12th Ave N and Ocean Blvd,0,4,View Incident View Source,"33.69469120000001, -78.8769899",33.69469120000001,-78.87698990000001
1687381,2020-05-23,Mississippi,Jackson,2300 block of Oakhurst Dr,1,4,View Incident View Source,"32.2764707, -90.2188106",32.2764707,-90.2188106
1687027,2020-05-23,South Carolina,Jonesville,100 block of Dover Rd,2,5,View Incident View Source,"34.8210742, -81.6329696",34.821074200000005,-81.6329696
1686222,2020-05-23,Texas,Houston,2900 Travis St,0,4,View Incident View Source,"29.7437558, -95.3771472",29.743755800000002,-95.37714720000001
1686414,2020-05-23,Florida,Fort Lauderdale (Lauderhill),7776 NW 44th St,0,5,View Incident View Source,"26.1781929, -80.253374",26.1781929,-80.253374
1687097,2020-05-23,Michigan,Flint,4100 block of Minerva St,1,3,View Incident View Source,"43.063441, -83.7430102",43.063441,-83.7430102
1687108,2020-05-23,North Carolina,Charlotte,4900 Block of Albemarle Rd,0,6,View Incident View Source,"35.19983879999999, -80.76459",35.19983879999999,-80.76459
1686747,2020-05-23,Florida,Daytona Beach,13 S Atlantic Ave,0,6,View Incident View Source,"29.2267464, -81.0066667",29.226746399999996,-81.0066667
1686615,2020-05-23,Illinois,Rock Island,800 14 1/2 St,1,4,View Incident View Source,"41.5032477, -90.5784503",41.5032477,-90.5784503
1686685,2020-05-23,Illinois,Chicago,3911 W Grenshaw St,1,3,View Incident View Source,"41.8668539, -87.7232902",41.8668539,-87.7232902
1686015,2020-05-22,Ohio,Cleveland,11921 Miles Ave,1,3,View Incident View Source,"41.445501, -81.59915939999999",41.445501,-81.59915939999998
1683810,2020-05-20,Texas,Houston,6918 Landor St,2,3,View Incident View Source,"29.8300348, -95.30463499999999",29.8300348,-95.304635
1683653,2020-05-19,Illinois,Decatur,300 block of West Leafland Ave,0,5,View Incident View Source,"39.8535474, -88.9591579",39.8535474,-88.95915790000001
1682322,2020-05-18,California,Bakersfield,901 W Columbus St,0,5,View Incident View Source,"35.3977705, -119.0107807",35.3977705,-119.0107807
1682233,2020-05-17,South Carolina,Saint Matthews,100 block of Bugleflower Ln,4,1,View Incident View Source,"33.6303059, -80.7821932",33.6303059,-80.78219320000001
1681602,2020-05-17,South Carolina,Charleston,23 Cannon St,0,4,View Incident View Source,"32.7912072, -79.9421567",32.791207199999995,-79.9421567
1681887,2020-05-17,Maryland,District Heights,6800 block of Atwood St,1,3,View Incident View Source,"38.8617397, -76.890767",38.86173970000001,-76.89076700000001
1681588,2020-05-16,Louisiana,Bogalusa,Martin Luther King Dr and E 4th St,0,13,View Incident View Source,"30.7751835, -89.85329700000001",30.7751835,-89.85329700000003
1686369,2020-05-15,Florida,Gainesville,2305 SE Hawthorne Rd,0,5,View Incident View Source,"29.6449315, -82.2941807",29.644931500000002,-82.2941807
1850080,2020-05-15,Pennsylvania,Philadelphia,4300 block of Germantown Ave,0,4,View Incident View Source,"40.0192317, -75.155986",40.019231700000006,-75.155986
1680027,2020-05-14,New Mexico,Albuquerque,820 Louisiana SE,0,5,View Incident View Source,"35.0642204, -106.5676145",35.064220399999996,-106.5676145
1679086,2020-05-13,Illinois,Rockford,2914 W State St,1,4,View Incident View Source,"42.2765315, -89.131779",42.2765315,-89.13177900000001
1678589,2020-05-13,Kentucky,Garrison,6151 Kinney Rd,1,4,View Incident View Source,"38.5981201, -83.1858661",38.5981201,-83.1858661
1679356,2020-05-13,Tennessee,Memphis,3500 block of Commerce Cir,0,4,View Incident View Source,"35.051495, -89.9210501",35.051495,-89.92105009999999
1677566,2020-05-11,Alabama,Montgomery,Rosa Parks Ave and Courtland Dr,0,4,View Incident View Source,"32.349302, -86.316546",32.349302,-86.316546
1676579,2020-05-10,Texas,Fort Worth,4750 Wilbarger St,0,5,View Incident View Source,"32.697047, -97.253608",32.697047,-97.253608
1676746,2020-05-10,Texas,Katy,18000 block of Bonners Park Cir,0,6,View Incident View Source,"29.8566457, -95.6966773",29.856645699999998,-95.69667729999999
1676515,2020-05-10,Louisiana,Baton Rouge,2944 Plank Rd,0,5,View Incident View Source,"30.47487559999999, -91.1615277",30.47487559999999,-91.1615277
1676121,2020-05-09,Missouri,Saint Louis,3500 block of Arkansas Ave,0,4,View Incident View Source,"38.5935093, -90.2418098",38.5935093,-90.2418098
1674802,2020-05-07,Maryland,Baltimore,5100 block of Stafford Rd,0,4,View Incident View Source,"39.2803483, -76.7004536",39.28034829999999,-76.7004536
1674299,2020-05-06,Tennessee,Memphis,Barron Ave and Dogwood Dr,2,2,View Incident View Source,"35.0966127, -89.9296823",35.0966127,-89.9296823
1673989,2020-05-06,Texas,Houston,14200 block of Bridgeport Rd,3,1,View Incident View Source,"29.6009161, -95.4194406",29.600916100000003,-95.4194406
1673633,2020-05-06,Georgia,Albany,1900 block of Meadow Dr,1,3,View Incident View Source,"31.6043567, -84.10802939999999",31.604356699999997,-84.10802939999998
1671624,2020-05-03,Florida,Jacksonville,2100 block of Brooklyn Rd,1,3,View Incident View Source,"30.3746866, -81.6960532",30.374686600000004,-81.6960532
1671289,2020-05-03,Ohio,Columbus,300 block of S Ashburton Rd,0,4,View Incident View Source,"39.9656636, -82.9122706",39.9656636,-82.91227059999999
1671078,2020-05-03,Illinois,Chicago,3700 W 13th St,0,5,View Incident View Source,"41.8644245, -87.7177918",41.8644245,-87.7177918
1670970,2020-05-02,Pennsylvania,Philadelphia,200 block of S Cecil St,0,4,View Incident View Source,"39.9583292, -75.2368248",39.9583292,-75.23682480000001
1668470,2020-04-29,Indiana,Indianapolis,451 E Stop 11 Rd,0,4,View Incident View Source,"39.6509235, -86.1534157",39.6509235,-86.1534157
1666945,2020-04-27,Wisconsin,Milwaukee,2800 block of N 12th St,5,0,View Incident View Source,"43.0695321, -87.9265461",43.069532099999996,-87.9265461
1666600,2020-04-26,North Carolina,Salisbury,900 block of E Lafayette St,1,4,View Incident View Source,"35.6644915, -80.4539712",35.6644915,-80.45397120000001
1666461,2020-04-26,New York,Troy,Jefferson St and 3rd St,0,4,View Incident View Source,"42.7216, -73.69248",42.7216,-73.69248
1666327,2020-04-25,Florida,Orlando,Elese St and Deerock Dr,1,4,View Incident View Source,"28.5265572, -81.44661909999999",28.5265572,-81.44661909999998
1665834,2020-04-25,Tennessee,Memphis,500 block of Josephine St,0,7,View Incident View Source,"35.1184074, -89.9692397",35.118407399999995,-89.9692397
1664933,2020-04-24,Texas,Houston,4714 Ward St,3,1,View Incident View Source,"29.688019, -95.35026889999999",29.688019,-95.3502689
1665735,2020-04-24,Indiana,Fort Wayne,3233 Diplomat Dr,0,4,View Incident View Source,"41.0501551, -85.0950845",41.050155100000005,-85.0950845
1661537,2020-04-18,Maryland,Hyattsville,7500 block of Courtney Pl,2,2,View Incident View Source,"38.898815, -76.87577519999999",38.898815,-76.87577519999998
1660797,2020-04-17,North Carolina,Greensboro,4400 block of Beckford Dr,1,3,View Incident View Source,"36.0449703, -79.86899310000001",36.044970299999996,-79.86899310000003
1661218,2020-04-17,Massachusetts,Springfield,College St,1,4,View Incident View Source,"42.1159002, -72.55835909999999",42.115900200000006,-72.55835909999998
1659862,2020-04-16,Pennsylvania,Philadelphia,Bustleton Ave and St Vincent St,0,4,View Incident View Source,"40.045362, -75.0607096",40.045362,-75.0607096
1659966,2020-04-15,Mississippi,Jackson,1200 block of Wood Village Dr,1,3,View Incident View Source,"32.2943432, -90.2427781",32.2943432,-90.2427781
1656873,2020-04-11,California,Bakersfield,Pioneer Rd and Sterling Rd,0,6,View Incident View Source,"35.3687305, -118.9408718",35.3687305,-118.94087179999998
1656265,2020-04-10,Michigan,Muskegon,800 block of Oak St,0,4,View Incident View Source,"43.2377828, -86.224077",43.2377828,-86.22407700000001
1654971,2020-04-08,South Carolina,Greenwood,1522 Parkway,1,3,View Incident View Source,"34.16941, -82.160327",34.16941,-82.160327
1656373,2020-04-08,Alaska,Anchorage,10600 block of Elmore Rd,0,4,View Incident View Source,"61.12465590000001, -149.8042215",61.12465590000001,-149.8042215
1655674,2020-04-08,Michigan,Detroit,1200 block of Payton St,0,4,View Incident View Source,"42.4273519, -82.9571642",42.4273519,-82.9571642
1654341,2020-04-07,Illinois,Chicago,86th Street and Damen Avenue,1,3,View Incident View Source,"41.73763659999999, -87.67283139999999",41.73763659999999,-87.67283139999998
1653012,2020-04-05,South Carolina,Lancaster,Mahaffey Line Dr,1,4,View Incident View Source,"34.7058708, -80.8020877",34.7058708,-80.8020877
1652734,2020-04-05,California,Los Angeles,89th St and Hobart Ave,1,3,View Incident View Source,"33.956343, -118.3079038",33.956343,-118.30790379999999
1652642,2020-04-05,New York,Brooklyn,181 Rockaway Pky,0,4,View Incident View Source,"40.662426, -73.921058",40.662426,-73.921058
1652328,2020-04-04,Florida,Hialeah,W 69th St and 24th Ave,1,4,View Incident View Source,"25.8851597, -80.3317155",25.8851597,-80.3317155
1652073,2020-04-04,Texas,Lubbock,2107 49th St,2,2,View Incident View Source,"33.5494417, -101.8627926",33.5494417,-101.86279259999999
1652601,2020-04-04,Texas,Vidor,100 block of Hebert St,0,4,View Incident View Source,"30.1223195, -94.0165274",30.1223195,-94.01652740000002
1651742,2020-04-03,Kentucky,Louisville,1000 block of Cecil Ave,0,4,View Incident View Source,"38.2454069, -85.82130470000001",38.2454069,-85.82130470000001
1649473,2020-03-31,Georgia,Macon,571 Moreland Ave,3,1,View Incident View Source,"32.795766, -83.6457533",32.795766,-83.6457533
1648832,2020-03-30,Pennsylvania,Philadelphia,2000 block of W Harold St,0,5,View Incident View Source,"39.9945602, -75.1678141",39.9945602,-75.1678141
1648205,2020-03-29,Georgia,Atlanta,Ponce de Leon Ave and Parkway Dr,0,4,View Incident View Source,"33.7731553, -84.3728041",33.7731553,-84.3728041
1647661,2020-03-28,Maryland,Baltimore,1100 block of Washington Blvd,1,3,View Incident View Source,"39.28293, -76.6327763",39.28293,-76.63277629999999
1644111,2020-03-23,Texas,San Antonio,6700 block of Hickory Springs Dr,0,4,View Incident View Source,"29.5566325, -98.6201421",29.556632500000003,-98.6201421
1643775,2020-03-22,South Carolina,Hanahan,Edinburgh Drive,0,4,View Incident View Source,"32.9071776, -80.0024996",32.907177600000004,-80.0024996
1642826,2020-03-20,Missouri,Saint Louis,1923 Prairie Ave,0,4,View Incident View Source,"38.673738, -90.210824",38.673738,-90.210824
1643157,2020-03-20,Virginia,Norfolk,800 block of Lincoln St,0,4,View Incident View Source,"36.8549623, -76.2806568",36.8549623,-76.2806568
1641923,2020-03-18,Florida,Jacksonville,11501 Harts Rd,1,4,View Incident View Source,"30.4415358, -81.65653809999999",30.4415358,-81.65653809999998
1641216,2020-03-17,Maryland,Baltimore,300 block of McMechen St,0,7,View Incident View Source,"39.3076149, -76.62735099999999",39.3076149,-76.62735099999998
1640317,2020-03-15,Missouri,Springfield,3264 E Battlefield Rd,5,2,View Incident View Source,"37.1577961, -93.22890509999999",37.1577961,-93.2289051
1640295,2020-03-15,North Carolina,Moncure,842 Moncure Flatwood Rd,7,0,View Incident View Source,"35.5878396, -79.0153917",35.5878396,-79.0153917
1640007,2020-03-14,Michigan,Saginaw,4100 block of Gallagher St,2,2,View Incident View Source,"43.401979, -83.90920729999999",43.401979,-83.90920729999998
1639542,2020-03-14,New Mexico,Albuquerque,620 block of Arno SE,1,3,View Incident View Source,"35.0776819, -106.6441763",35.077681899999995,-106.6441763
1640278,2020-03-13,Louisiana,New Orleans (Algiers),Wagner St and Hero Blvd,0,5,View Incident View Source,"29.9502251, -90.0396753",29.950225099999997,-90.0396753
1639413,2020-03-13,Illinois,Rockford,4104 Auburn St,0,4,View Incident View Source,"42.2882399, -89.1229771",42.2882399,-89.1229771
1637520,2020-03-10,Pennsylvania,Chester,200 block of Broomall Street,2,2,View Incident View Source,"39.8389906, -75.37430429999999",39.8389906,-75.37430429999998
1635796,2020-03-08,Maryland,Rosedale,6247 Kenwood Ave,1,5,View Incident View Source,"39.3411307, -76.5063107",39.3411307,-76.50631070000001
1636471,2020-03-08,Illinois,South Holland,I 94 and E 162nd St,0,4,View Incident View Source,"41.5998609, -87.57943999999999",41.5998609,-87.57943999999998
1636564,2020-03-08,California,Ceres,3600 block of Spruce Ave,1,3,View Incident View Source,"37.5854456, -120.9538622",37.5854456,-120.9538622
1635570,2020-03-07,New Mexico,Albuquerque,1700 block of Rayo Del Sol Dr SW,0,4,View Incident View Source,"35.0519129, -106.7142384",35.0519129,-106.71423840000001
1635411,2020-03-07,Illinois,Chicago,900 block of E 79th St,0,7,View Incident View Source,"41.75129829999999, -87.60275410000001",41.75129829999999,-87.60275410000001
1635750,2020-03-07,Ohio,Cleveland,3804 E 93rd St,1,18,View Incident View Source,"41.4551859, -81.6217465",41.4551859,-81.6217465
1635118,2020-03-06,District of Columbia,Washington,6219 Dix St NE,0,6,View Incident View Source,"38.8941299, -76.9114262",38.8941299,-76.9114262
1634128,2020-03-04,California,Tulare,111 W Tulare Ave,1,5,View Incident View Source,"36.2073835, -119.3495716",36.2073835,-119.3495716
1631040,2020-02-29,Missouri,Kansas City,510 Westport Rd,1,4,View Incident View Source,"39.052619, -94.59226079999999",39.052619,-94.5922608
1631831,2020-02-29,Colorado,Brighton,Starr Ln and County Rd 2,0,5,View Incident View Source,"40.0004368, -104.7844184",40.000436799999996,-104.7844184
1629488,2020-02-26,Wisconsin,Milwaukee,3939 W Highland Blvd,6,0,View Incident View Source,"43.0440562, -87.9624248",43.0440562,-87.96242480000001
1629042,2020-02-25,Illinois,Chicago,1238 E 79th St,1,4,View Incident View Source,"41.751587, -87.59409749999999",41.751587,-87.59409749999998
1627335,2020-02-23,North Carolina,Clarkton,71 Tina Ln,3,1,View Incident View Source,"34.498959, -78.68110999999999",34.498959,-78.68110999999998
