Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations
1950346,"March 11, 2021",New Mexico,Ohkay Owingeh (Chamita),89 Rio Arriba Co Rd 56,1,3,View Incident View Source
1950471,"March 11, 2021",Pennsylvania,Philadelphia,1400 block of N 76th St,2,2,View Incident View Source
1949977,"March 10, 2021",Texas,Houston,6300 Ranchester Dr,3,1,View Incident View Source
1948233,"March 8, 2021",Florida,Clearwater,US-19 ALT and Drew St,1,3,View Incident View Source
1948470,"March 7, 2021",Mississippi,Edwards,607 Wallace Dr,0,4,View Incident View Source
1947241,"March 6, 2021",California,Yuba City,Countryside Dr and Littlejohn Dr,2,3,View Incident View Source
1945999,"March 6, 2021",North Carolina,Fayetteville,200 block of Shads Ford Blvd,1,4,View Incident View Source
1946991,"March 5, 2021",California,Compton,600 block of N Long Beach Blvd,1,4,View Incident View Source
1944507,"March 4, 2021",District of Columbia,Washington,3900 Martin Luther King Jr Ave SW,0,5,View Incident View Source
1943986,"March 3, 2021",Pennsylvania,Erie,2105 Buffalo Rd,2,3,View Incident View Source
1941382,"February 28, 2021",Ohio,Cincinnati,3600 block of Idlewild Ave,3,3,View Incident View Source
1941669,"February 28, 2021",Indiana,East Chicago,1205 W Chicago Ave,0,4,View Incident View Source
1940791,"February 28, 2021",Delaware,Dover,21 S Little Creek Rd,0,4,View Incident View Source
1941647,"February 28, 2021",South Carolina,Mccormick,437 Talbert Rd,0,4,View Incident View Source
1941444,"February 28, 2021",Louisiana,Shreveport,4914 Mansfield Rd,0,5,View Incident View Source
1941210,"February 28, 2021",Texas,Houston,13484 Northwest Fwy,0,4,View Incident View Source
1943271,"February 27, 2021",Mississippi,Columbus,1200 block of 7th St S,0,4,View Incident View Source
1940190,"February 27, 2021",Mississippi,Pattison,Pattison-Tillman Rd,2,3,View Incident View Source
1940069,"February 26, 2021",Texas,Houston,8708 Beechnut St,1,5,View Incident View Source
1939789,"February 26, 2021",Louisiana,Baton Rouge,4700 block of Paige St,0,4,View Incident View Source
1939958,"February 26, 2021",California,San Diego,841 S 45th St,1,3,View Incident View Source
1934704,"February 21, 2021",Missouri,Kennett,1615 1st St,1,4,View Incident View Source
1935235,"February 21, 2021",North Carolina,Teachey,Thomas Smith Ln and Bay Rd,0,4,View Incident View Source
1934225,"February 20, 2021",Pennsylvania,Norristown (East Norriton),2912 Swede Rd,1,4,View Incident View Source
1933975,"February 20, 2021",Colorado,Grand Junction,1000 block of Teller Ave,1,3,View Incident View Source
