Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations
756504,"January 21, 2017",Tennessee,Memphis,500 block of Delta Road,2,2,View Incident View Source
757955,"January 20, 2017",Mississippi,Como,Smart Road,1,4,View Incident View Source
756015,"January 20, 2017",California,Fresno,4700 block of E Montecito Ave,0,4,View Incident View Source
752756,"January 16, 2017",Texas,Houston,8535 Martin Luther King Boulevard,0,4,View Incident View Source
752222,"January 16, 2017",Florida,Miami,6011 NW 32nd Ave,0,8,View Incident View Source
752249,"January 15, 2017",Colorado,Capulin,County Road Y,3,1,View Incident View Source
751367,"January 15, 2017",Mississippi,Magnolia,6000 block of Church Road,1,4,View Incident View Source
749361,"January 12, 2017",Missouri,Kansas City,8607 E 61st Terrace,3,2,View Incident View Source
749769,"January 12, 2017",California,Salinas,500 block of Sunrise St,2,2,View Incident View Source
748152,"January 11, 2017",New Jersey,Newark,Hawkins Street and Christie Street,1,3,View Incident View Source
748348,"January 11, 2017",Illinois,Chicago,4200 block of S Talman,1,3,View Incident View Source
745236,"January 7, 2017",Michigan,Flint,2500 block of Churchill Ave,1,3,View Incident View Source
744799,"January 6, 2017",California,Pasadena,100 block of W Claremont St,2,2,View Incident View Source
743995,"January 6, 2017",Florida,Fort Lauderdale,100 Terminal Dr,5,6,View Incident View Source
742542,"January 4, 2017",California,Fontana,14520 Village Drive,3,1,View Incident View Source
742001,"January 3, 2017",Texas,Allen,500 block of Hawthorne Drive,0,4,View Incident View Source
743282,"January 1, 2017",Mississippi,Winstonville,114 North Greyer Street,0,5,View Incident View Source
739451,"January 1, 2017",Texas,Dallas,9220 Skillman Street,1,3,View Incident View Source
739766,"January 1, 2017",Florida,Miami,8000 block of NW 14th Ave,0,7,View Incident View Source
740447,"December 31, 2016",Georgia,Lenox (El Dorado),27 Briarwood Ct,2,2,View Incident View Source
738749,"December 31, 2016",Texas,Houston,3704 Fannin Street,1,3,View Incident View Source
738041,"December 30, 2016",Ohio,Mansfield,3230 Possum Run Rd,0,5,View Incident View Source
738576,"December 30, 2016",Connecticut,Wallingford,95 S Turnpike Rd,2,3,View Incident View Source
736690,"December 28, 2016",Georgia,Columbus,2914 10th Street,1,4,View Incident View Source
734157,"December 25, 2016",Illinois,Chicago,8600 block of S Maryland Ave,3,4,View Incident View Source
