Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations
1071381,"March 17, 2018",Illinois,Harvey,16700 S Halsted St,0,4,View Incident View Source
1078612,"March 13, 2018",Florida,Macclenny,South Blvd,0,4,View Incident View Source
1068615,"March 12, 2018",California,Modesto,2000 block of Robertson Rd,0,4,View Incident View Source
1067061,"March 11, 2018",Indiana,South Bend,800 block of E Dayton St,0,6,View Incident View Source
1067264,"March 11, 2018",Illinois,Champaign,700 block of N Hickory St,1,3,View Incident View Source
1067296,"March 11, 2018",Michigan,Saginaw,Cumberland Ave and Hess St,1,4,View Incident View Source
1066594,"March 9, 2018",North Carolina,Wadesboro,1300 E Caswell St,3,1,View Incident View Source
1064514,"March 7, 2018",Alabama,Hurtsboro,531 Main Street,2,2,View Incident View Source
1062466,"March 4, 2018",Illinois,Rockford,426 Howard Ave,1,4,View Incident View Source
1061748,"March 3, 2018",New York,Brooklyn,Kings Highway and Utica Avenue,1,3,View Incident View Source
1062123,"March 3, 2018",Florida,Miami,1300 Block of NW 62nd Ln,0,4,View Incident View Source
1059559,"February 27, 2018",Connecticut,Bridgeport,1306 Stratford Ave,0,4,View Incident View Source
1057518,"February 26, 2018",Michigan,Detroit,22700 Fenkell Ave,5,0,View Incident View Source
1056240,"February 23, 2018",Florida,Palm Beach Gardens (Riviera Beach),W 23rd St,1,3,View Incident View Source
1052372,"February 18, 2018",Texas,San Antonio,2893 Cinema Ridge,0,5,View Incident View Source
1052035,"February 17, 2018",Kansas,Kansas City,1615 Minnesota,1,7,View Incident View Source
1051407,"February 17, 2018",Tennessee,Memphis,3188 N Watkins Ave,0,5,View Incident View Source
1051291,"February 16, 2018",Oklahoma,Oklahoma City,1700 block of SW 15,1,3,View Incident View Source
1049217,"February 14, 2018",Florida,Pompano Beach (Parkland),5901 Pine Island Rd,17,17,View Incident View Source
1049024,"February 13, 2018",Louisiana,New Orleans,5400 block of Andry St,2,3,View Incident View Source
1047761,"February 11, 2018",Michigan,Detroit,19432 Lamont St,4,3,View Incident View Source
1046961,"February 10, 2018",Kentucky,Paintsville,413 Mill St,5,0,View Incident View Source
1044234,"February 7, 2018",Florida,Lake Worth (Lantana),I-95 and Lantana Ave,3,3,View Incident View Source
1043447,"February 5, 2018",Colorado,Colorado Springs,4225 Galley Rd,2,4,View Incident View Source
1042280,"February 3, 2018",Ohio,Cleveland (Garfield Heights),11321 Broadway Ave,1,5,View Incident View Source
