Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations
1561813,"December 1, 2019",Illinois,Aurora,700 block of S 5th St,1,4,View Incident View Source
1562685,"December 1, 2019",Michigan,Kalamazoo,6300 block of Proctor St,1,3,View Incident View Source
1561734,"December 1, 2019",Louisiana,New Orleans,700 block of Canal St,0,12,View Incident View Source
1561398,"November 30, 2019",Arkansas,Hensley,6500 block of E Sardis Rd,0,5,View Incident View Source
1560645,"November 29, 2019",Texas,Amarillo,2650 Dumas Dr,0,7,View Incident View Source
1559257,"November 27, 2019",New York,Bronx,E 153rd St and Courtlandt Ave,0,5,View Incident View Source
1558067,"November 25, 2019",Florida,Brownsville,NW 29th Ave and 44th St,2,2,View Incident View Source
1557006,"November 24, 2019",Alabama,Birmingham,7 15th St W,1,4,View Incident View Source
1556633,"November 24, 2019",California,Los Angeles,100 block of E 11th St,0,6,View Incident View Source
1556984,"November 24, 2019",Louisiana,Cottonport,3846 LA-29,2,2,View Incident View Source
1555879,"November 23, 2019",California,Los Angeles,833 S Spring St,0,4,View Incident View Source
1556002,"November 23, 2019",Louisiana,Tallulah,Depot St,1,6,View Incident View Source
1555135,"November 21, 2019",California,Long Beach,1100 block of 10th St,0,5,View Incident View Source
1554807,"November 21, 2019",Washington,Everett,120 West Casino Rd,0,4,View Incident View Source
1554446,"November 20, 2019",California,Richmond,20th St and Roosevelt Ave,0,4,View Incident View Source
1552068,"November 18, 2019",New Jersey,Newark,139 S 8th St,1,4,View Incident View Source
1551531,"November 17, 2019",California,Fresno,5361 E Lamona Ave,4,6,View Incident View Source
1551162,"November 17, 2019",Ohio,Cleveland,7100 block of Lawn Ave,0,4,View Incident View Source
1550546,"November 16, 2019",California,San Diego,2152 Flintridge Dr,6,0,View Incident View Source
1548689,"November 14, 2019",California,Santa Clarita,21900 Centurion Way,3,3,View Incident View Source
1547021,"November 11, 2019",Florida,Belle Glade,SW 7th St,0,4,View Incident View Source
1546102,"November 10, 2019",Missouri,Kansas City,4704 Independence Ave,0,4,View Incident View Source
1546038,"November 10, 2019",Tennessee,Memphis,2080 E. Brooks Rd,1,4,View Incident View Source
1546155,"November 10, 2019",Arkansas,Little Rock,3000 block of W 12th St,0,4,View Incident View Source
1545955,"November 9, 2019",Michigan,Detroit,3800 block of E McNichols Rd,0,4,View Incident View Source
