Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations
1734064,"July 13, 2020",Kentucky,Louisville,1200 block of W Hill St,1,3,View Incident View Source
1734058,"July 13, 2020",Washington,Kent,23201 Pacific Hwy South,0,6,View Incident View Source
1732485,"July 12, 2020",Louisiana,Baton Rouge,4718 Plank Rd,1,7,View Incident View Source
1732993,"July 12, 2020",New York,Brooklyn,Madison St and Marcus Garvey Blvd,1,3,View Incident View Source
1732688,"July 12, 2020",Michigan,Lansing,3029 BeauJardin Dr,0,5,View Incident View Source
1732365,"July 12, 2020",Florida,Fort Lauderdale,3000 block of NW 12th Ct,2,2,View Incident View Source
1733188,"July 12, 2020",Illinois,Chicago,700 block of W 66th Pl,1,3,View Incident View Source
1732229,"July 12, 2020",Illinois,Chicago,1100 block of N Lawndale Ave,1,4,View Incident View Source
1732532,"July 12, 2020",Mississippi,Como,2965 Hunter Chapel Road,2,4,View Incident View Source
1731349,"July 11, 2020",New York,Rochester,485 N Clinton Ave,0,6,View Incident View Source
1732321,"July 11, 2020",Delaware,Wilmington,600 block of N Pine St,0,5,View Incident View Source
1727743,"July 7, 2020",Virginia,Alexandria,7900 block of Janna Lee Ave,0,5,View Incident View Source
1728683,"July 7, 2020",New Jersey,Paterson,Harrison St and Carroll St,4,3,View Incident View Source
1727567,"July 6, 2020",Illinois,Chicago,1305 W 76th St,0,6,View Incident View Source
1725883,"July 5, 2020",Illinois,Chicago,3700 block of W Jackson Blvd,0,4,View Incident View Source
1725802,"July 5, 2020",Iowa,Davenport,1000 block of W 3rd St,1,3,View Incident View Source
1725167,"July 5, 2020",New York,New York (Manhattan),549 Academy St,0,5,View Incident View Source
1725108,"July 5, 2020",South Carolina,Greenville,1701 White Horse Rd,2,8,View Incident View Source
1726770,"July 5, 2020",Arkansas,Helena,1317 Perry St,1,3,View Incident View Source
1725690,"July 5, 2020",Georgia,Atlanta,200 block of Auburn Ave,2,13,View Incident View Source
1725946,"July 5, 2020",Missouri,Columbia,Volunteer Dr and Grace Ln,2,3,View Incident View Source
1725379,"July 5, 2020",Wisconsin,Milwaukee,5800 block of W Hope Ave,0,4,View Incident View Source
1726446,"July 5, 2020",Texas,Houston,Service Rd and Holcombe Blvd,0,4,View Incident View Source
1725327,"July 5, 2020",Maryland,Cambridge,700 block of Weaver Ave,0,4,View Incident View Source
1725145,"July 5, 2020",Illinois,Chicago,1500 block of S Millard Ave,1,5,View Incident View Source
