Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations
1831995,"October 22, 2020",Massachusetts,Boston,Columbia Rd and Stanwood St,0,4,View Incident View Source
1831091,"October 22, 2020",Maryland,Baltimore,500 block of W Franklin St,0,4,View Incident View Source
1830875,"October 21, 2020",New York,Brooklyn,Nostrand Ave and Hawthorne St,1,5,View Incident View Source
1830822,"October 21, 2020",Mississippi,Canton,1427 W Peace St,2,2,View Incident View Source
1830092,"October 20, 2020",Texas,Houston,2117 Chenevert St,3,1,View Incident View Source
1829132,"October 19, 2020",Ohio,Mansfield,136 Sturges Ave,0,5,View Incident View Source
1828796,"October 19, 2020",Louisiana,New Orleans,2599 N Prieur St,1,3,View Incident View Source
1827437,"October 18, 2020",Maryland,Annapolis,100 block of Clay St,1,3,View Incident View Source
1828080,"October 18, 2020",Illinois,Chicago,200 block of N Sacramento Blvd,1,4,View Incident View Source
1828019,"October 18, 2020",Tennessee,Nashville,1100 block of W Grove Ave,0,4,View Incident View Source
1826680,"October 17, 2020",New York,Lockport,43 S Niagara St,1,5,View Incident View Source
1826613,"October 17, 2020",South Carolina,Rock Hill,524 N Anderson Rd,0,5,View Incident View Source
1826444,"October 16, 2020",California,San Jose,175 S Capitol Ave,2,4,View Incident View Source
1825525,"October 16, 2020",Florida,Orlando,2000 block of N Forsyth Rd,3,1,View Incident View Source
1826655,"October 16, 2020",Arizona,Mesa,2115 Guadalupe Rd,1,6,View Incident View Source
1826675,"October 16, 2020",California,San Francisco,200 block of Scherwin St,1,3,View Incident View Source
1824979,"October 15, 2020",Louisiana,Lafayette,100 block of Laser Ln,2,2,View Incident View Source
1825896,"October 15, 2020",Maryland,Baltimore,2900 block of Westwood Ave,0,7,View Incident View Source
1824073,"October 14, 2020",Pennsylvania,Philadelphia,3900 block of Buist Ave,0,4,View Incident View Source
1821574,"October 12, 2020",South Carolina,Myrtle Beach,1012 US-501,2,3,View Incident View Source
1821496,"October 11, 2020",Georgia,Atlanta,330 W Peachtree St NW,0,4,View Incident View Source
1820156,"October 10, 2020",Illinois,Chicago,100 block of S Keeler Ave,1,3,View Incident View Source
1823101,"October 10, 2020",South Carolina,Kingstree,55 Williamsburg County Hwy,0,8,View Incident View Source
1819955,"October 10, 2020",Missouri,Saint Louis (Jennings),8800 block of Shannon Fox Cir,2,2,View Incident View Source
1818055,"October 8, 2020",Pennsylvania,Philadelphia,4935 Frankford Ave,1,6,View Incident View Source
